file_path,file_name,image_id,product_name,batch_number,date,state,color,checks_id,checks_product_id,checks_batch_number,checks_manufacture_date,checks_photo_path,checks_color_check_result,checks_comment,checks_created_at,checks_avg_r,checks_avg_g,checks_avg_b,checks_avg_lab,checks_label,checks_rus_color_name,colors_color_name,colors_rus_name,colors_hex,colors_r,colors_g,colors_b,colors_hue,colors_sat,colors_val,colors_id,products_id,products_name,products_color_description,products_color_from,products_color_to,filepath
pictures/1753432940085_2_16.jpg,1753432940085_2_16.jpg,1753432940085_2_16,,16.0,,,,162.0,2.0,16.0,2025-07-11,pictures/1753432940085_2_16.jpg,не соответствует,,2025-07-25 08:42:23.51144,163.0,167.0,161.0,"[68.01853063282437, -2.555565429828599, 2.594620586653651]",,Дельта,Tamarillo,Тамарилло,#991613,153.0,22.0,19.0,1.3432835820895628,0.875816993464052,0.6,73.0,,,,,,C:\Users\MB06\Desktop\IT\table\dataset\pictures\1753432940085_2_16.jpg
pictures/1753433037433_1_39.jpg,1753433037433_1_39.jpg,1753433037433_1_39,,39.0,,,,163.0,1.0,39.0,2025-07-14,pictures/1753433037433_1_39.jpg,не соответствует,,2025-07-25 08:44:00.790923,165.0,162.0,145.0,"[66.43144757967252, -1.9509849254836231, 9.225750000277166]",,Серый Оливковый,Rich black (FOGRA39),Насыщенный черный (FOGRA39),#010203,1.0,2.0,3.0,210.0,0.666666666666667,0.0117647058823529,1668.0,,,,,,C:\Users\MB06\Desktop\IT\table\dataset\pictures\1753433037433_1_39.jpg
pictures/1753433118952_1_59.jpg,1753433118952_1_59.jpg,1753433118952_1_59,КЕТОМИЛК ЭНЕРДЖИ ДРЕНЧ,59.0,,,,164.0,1.0,59.0,2025-07-10,pictures/1753433118952_1_59.jpg,не соответствует,,2025-07-25 08:45:23.216229,176.0,171.0,149.0,"[69.84243774969184, -2.0166621461490397, 11.974273595973317]",,Серо-коричневый,Barbie Pink (1959-1975),Барби Пинк (1959-1975),#E85395,232.0,83.0,149.0,333.4228187919463,0.642241379310345,0.909803921568627,2203.0,59.0,КЕТОМИЛК ЭНЕРДЖИ ДРЕНЧ,Порошок от светло-желтого до желтого цвета,светло-желтый,желтый,C:\Users\MB06\Desktop\IT\table\dataset\pictures\1753433118952_1_59.jpg
pictures/1753433897505_60_5.jpg,1753433897505_60_5.jpg,1753433897505_60_5,КЛИМ,5.0,,,,165.0,60.0,5.0,2025-07-12,pictures/1753433897505_60_5.jpg,не соответствует,,2025-07-25 08:58:19.964562,176.0,185.0,183.0,"[74.41113530955424, -3.4984695795203247, -0.07789001281859331]",,Пепельно-серый,Mahogany,Красное дерево,#4E0606,78.0,6.0,6.0,0.0,0.923076923076923,0.305882352941176,45.0,60.0,КЛИМ,Порошок белого цвета,белый,белый,C:\Users\MB06\Desktop\IT\table\dataset\pictures\1753433897505_60_5.jpg
pictures/1753434646171_71_74.jpg,1753434646171_71_74.jpg,1753434646171_71_74,ОптиГран Драй,74.0,,,,166.0,71.0,74.0,2025-07-13,pictures/1753434646171_71_74.jpg,не соответствует,,2025-07-25 09:10:49.170802,162.0,167.0,162.0,"[67.9671098068049, -2.7255834408769775, 1.9552983361889043]",,Быстрое серебро,Wendy's Red (1971-1975),Венди Рэд (1971-1975),#EE3A43,238.0,58.0,67.0,357.0,0.756302521008403,0.933333333333333,2433.0,71.0,ОптиГран Драй,Порошок белого цвета,белый,белый,C:\Users\MB06\Desktop\IT\table\dataset\pictures\1753434646171_71_74.jpg
pictures/1753435043389_78_103.jpg,1753435043389_78_103.jpg,1753435043389_78_103,СабКонтрол,103.0,,,,168.0,78.0,103.0,2025-07-14,pictures/1753435043389_78_103.jpg,не соответствует,,2025-07-25 09:17:27.468318,159.0,162.0,154.0,"[66.17055205630035, -2.5803234108435213, 3.7742224760219933]",,Звездная Пыль,Hemp,Конопля,#907874,144.0,120.0,116.0,8.571428571428575,0.194444444444444,0.564705882352941,158.0,78.0,СабКонтрол,Порошок светло-серого цвета,светло-серый,светло-серый,C:\Users\MB06\Desktop\IT\table\dataset\pictures\1753435043389_78_103.jpg
pictures/1753435106574_50_134.jpg,1753435106574_50_134.jpg,1753435106574_50_134,Антибактер 2,134.0,,,,169.0,50.0,134.0,2025-07-23,pictures/1753435106574_50_134.jpg,не соответствует,,2025-07-25 09:18:29.939821,156.0,158.0,150.0,"[64.7426199391219, -2.2260625058888595, 3.9168609271489796]",,Железо,Deep red,Насыщенно-красный,#850101,133.0,1.0,1.0,0.0,0.992481203007519,0.52156862745098,52.0,50.0,Антибактер 2,Порошок от бежевого до светло-зеленого цвета,бежевый,светло-зеленый,C:\Users\MB06\Desktop\IT\table\dataset\pictures\1753435106574_50_134.jpg
pictures/1753435161890_50_125.jpg,1753435161890_50_125.jpg,1753435161890_50_125,Антибактер 2,125.0,,,,170.0,50.0,125.0,2025-07-11,pictures/1753435161890_50_125.jpg,не соответствует,,2025-07-25 09:19:24.972877,155.0,157.0,149.0,"[64.3647848815879, -2.2285550501026097, 3.921537679856546]",,Железо,Deep red,Насыщенно-красный,#850101,133.0,1.0,1.0,0.0,0.992481203007519,0.52156862745098,52.0,50.0,Антибактер 2,Порошок от бежевого до светло-зеленого цвета,бежевый,светло-зеленый,C:\Users\MB06\Desktop\IT\table\dataset\pictures\1753435161890_50_125.jpg
pictures/1753435271949_50_123.jpg,1753435271949_50_123.jpg,1753435271949_50_123,Антибактер 2,123.0,,,,171.0,50.0,123.0,2025-07-05,pictures/1753435271949_50_123.jpg,не соответствует,,2025-07-25 09:21:16.367132,169.0,172.0,165.0,"[69.9347096133762, -2.369007493189579, 3.2168597097221197]",,Темно-серый,Deep red,Насыщенно-красный,#850101,133.0,1.0,1.0,0.0,0.992481203007519,0.52156862745098,52.0,50.0,Антибактер 2,Порошок от бежевого до светло-зеленого цвета,бежевый,светло-зеленый,C:\Users\MB06\Desktop\IT\table\dataset\pictures\1753435271949_50_123.jpg
pictures/1753435322112_50_124.jpg,1753435322112_50_124.jpg,1753435322112_50_124,Антибактер 2,124.0,,,,172.0,50.0,124.0,2025-07-10,pictures/1753435322112_50_124.jpg,не соответствует,,2025-07-25 09:22:05.57405,168.0,170.0,162.0,"[69.24308998902504, -2.197371129760428, 3.8631769550942607]",,Быстрое серебро,Deep red,Насыщенно-красный,#850101,133.0,1.0,1.0,0.0,0.992481203007519,0.52156862745098,52.0,50.0,Антибактер 2,Порошок от бежевого до светло-зеленого цвета,бежевый,светло-зеленый,C:\Users\MB06\Desktop\IT\table\dataset\pictures\1753435322112_50_124.jpg
pictures/1753435375563_78_104.jpg,1753435375563_78_104.jpg,1753435375563_78_104,СабКонтрол,104.0,,,,173.0,78.0,104.0,2025-07-16,pictures/1753435375563_78_104.jpg,не соответствует,,2025-07-25 09:23:00.325723,171.0,172.0,165.0,"[70.09147651586768, -1.6505933634718972, 3.4635618204996055]",,Темно-серый,Hemp,Конопля,#907874,144.0,120.0,116.0,8.571428571428575,0.194444444444444,0.564705882352941,158.0,78.0,СабКонтрол,Порошок светло-серого цвета,светло-серый,светло-серый,C:\Users\MB06\Desktop\IT\table\dataset\pictures\1753435375563_78_104.jpg
pictures/1753436134092_54_26.jpg,1753436134092_54_26.jpg,1753436134092_54_26,Бутиплюс,26.0,,,,174.0,54.0,26.0,2025-07-24,pictures/1753436134092_54_26.jpg,не соответствует,,2025-07-25 09:35:36.037349,176.0,182.0,179.0,"[73.50702423333956, -2.6574610399221488, 0.7860734422665772]",,Филиппинское серебро,Matrix,Матрица,#B05D54,176.0,93.0,84.0,5.869565217391304,0.522727272727273,0.690196078431373,120.0,54.0,Бутиплюс,Порошок белого цвета,белый,белый,C:\Users\MB06\Desktop\IT\table\dataset\pictures\1753436134092_54_26.jpg
pictures/1753436420897_95_47.jpg,1753436420897_95_47.jpg,1753436420897_95_47,Сальмоцил F,47.0,,,,175.0,95.0,47.0,2025-07-12,pictures/1753436420897_95_47.jpg,не соответствует,,2025-07-25 09:40:25.838663,162.0,165.0,159.0,"[67.3481322045566, -2.2011974627030306, 2.723761117219614]",,Дельта,Yahoo Purple (1995),Yahoo Purple (1995),#7C019A,124.0,1.0,154.0,288.235294117647,0.993506493506494,0.603921568627451,2028.0,95.0,Сальмоцил F,Порошок от белого до светло-серого цвета,белый,светло-серый,C:\Users\MB06\Desktop\IT\table\dataset\pictures\1753436420897_95_47.jpg
pictures/1753436494368_95_46.jpg,1753436494368_95_46.jpg,1753436494368_95_46,Сальмоцил F,46.0,,,,176.0,95.0,46.0,2025-07-10,pictures/1753436494368_95_46.jpg,не соответствует,,2025-07-25 09:41:37.767179,168.0,171.0,165.0,"[69.58849777295225, -2.1867765461697775, 2.705332168892194]",,Темно-серый,Yahoo Purple (1995),Yahoo Purple (1995),#7C019A,124.0,1.0,154.0,288.235294117647,0.993506493506494,0.603921568627451,2028.0,95.0,Сальмоцил F,Порошок от белого до светло-серого цвета,белый,светло-серый,C:\Users\MB06\Desktop\IT\table\dataset\pictures\1753436494368_95_46.jpg
pictures/1753436625006_58_30.jpg,1753436625006_58_30.jpg,1753436625006_58_30,КАРБОМИЛК ЛАКТО ПРО,30.0,,,,177.0,58.0,30.0,2025-07-08,pictures/1753436625006_58_30.jpg,"Нет цветов с подстрокой: """"",,2025-07-25 09:43:47.51249,164.0,168.0,162.0,"[68.39220591305633, -2.5527424710764524, 2.591660454692546]",,Быстрое серебро,Middle red,Средний красный,#E58E73,229.0,142.0,115.0,14.210526315789478,0.497816593886463,0.898039215686275,221.0,58.0,КАРБОМИЛК ЛАКТО ПРО,Порошок,,,C:\Users\MB06\Desktop\IT\table\dataset\pictures\1753436625006_58_30.jpg
pictures/1753436771963_91_25.jpg,1753436771963_91_25.jpg,1753436771963_91_25,Экофит,25.0,,,,179.0,91.0,25.0,2025-07-08,pictures/1753436771963_91_25.jpg,не соответствует,,2025-07-25 09:46:15.073692,168.0,172.0,166.0,"[69.88280600554812, -2.541631959437185, 2.580014114246798]",,Темно-серый,Oriental Pink,Восточный розовый,#C69191,198.0,145.0,145.0,0.0,0.267676767676768,0.776470588235294,9.0,91.0,Экофит,Порошок серого цвета,серый,серый,C:\Users\MB06\Desktop\IT\table\dataset\pictures\1753436771963_91_25.jpg
pictures/1753436857987_93_18.jpg,1753436857987_93_18.jpg,1753436857987_93_18,МаксФид А 02,18.0,,,,180.0,93.0,18.0,2025-07-09,pictures/1753436857987_93_18.jpg,не соответствует,,2025-07-25 09:47:40.923702,165.0,169.0,163.0,"[68.7654683880076, -2.549937860905349, 2.588719979168652]",,Быстрое серебро,Congo Brown,Конго Браун,#593737,89.0,55.0,55.0,0.0,0.382022471910112,0.349019607843137,14.0,93.0,МаксФид А 02,Порошок от белого до светло-серого цвета,белый,светло-серый,C:\Users\MB06\Desktop\IT\table\dataset\pictures\1753436857987_93_18.jpg
pictures/1753436943468_92_6.jpg,1753436943468_92_6.jpg,1753436943468_92_6,Этоксол,6.0,,,,181.0,92.0,6.0,2025-06-23,pictures/1753436943468_92_6.jpg,не соответствует,,2025-07-25 09:49:06.790088,157.0,158.0,152.0,"[64.87422349814038, -1.4901970963288602, 2.996601177420488]",,Звездная Пыль,Walmart blue (1981–1992),Синий Walmart (1981–1992),#1D2CA0,29.0,44.0,160.0,233.1297709923664,0.81875,0.627450980392157,1818.0,92.0,Этоксол,Порошок бежевого цвета,бежевый,бежевый,C:\Users\MB06\Desktop\IT\table\dataset\pictures\1753436943468_92_6.jpg
pictures/1753437017040_1_58.jpg,1753437017040_1_58.jpg,1753437017040_1_58,КАРБОМИЛК ЛАКТО ПРО,58.0,,,,182.0,1.0,58.0,2025-07-09,pictures/1753437017040_1_58.jpg,не соответствует,,2025-07-25 09:50:20.754093,165.0,161.0,144.0,"[66.13817824118267, -1.5747719806560312, 9.365096915729886]",,Серый Оливковый,Middle red,Средний красный,#E58E73,229.0,142.0,115.0,14.210526315789478,0.497816593886463,0.898039215686275,221.0,58.0,КАРБОМИЛК ЛАКТО ПРО,Порошок,,,C:\Users\MB06\Desktop\IT\table\dataset\pictures\1753437017040_1_58.jpg
pictures/1753437086290_96_91.jpg,1753437086290_96_91.jpg,1753437086290_96_91,Сальмоцил PH,91.0,,,,183.0,96.0,91.0,2025-07-11,pictures/1753437086290_96_91.jpg,не соответствует,,2025-07-25 09:51:29.404407,159.0,159.0,152.0,"[65.30576218374104, -1.3075483460698312, 3.641372826315381]",,Звездная Пыль,Asda Orange (1968),Асда Апельсин (1968),#CA7309,202.0,115.0,9.0,32.95336787564767,0.955445544554456,0.792156862745098,499.0,96.0,Сальмоцил PH,Порошок светло-коричневого цвета,светло-коричневый,светло-коричневый,C:\Users\MB06\Desktop\IT\table\dataset\pictures\1753437086290_96_91.jpg
pictures/1753437186688_76_15.jpg,1753437186688_76_15.jpg,1753437186688_76_15,РумиНорм,15.0,,,,184.0,76.0,15.0,2025-07-13,pictures/1753437186688_76_15.jpg,не соответствует,,2025-07-25 09:53:09.56032,174.0,172.0,159.0,"[70.18077172736365, -1.6265698064157896, 6.930624765647786]",,Бутон,Au Chico,Ау Чико,#97605D,151.0,96.0,93.0,3.103448275862075,0.384105960264901,0.592156862745098,88.0,76.0,РумиНорм,Порошок белого цвета,белый,белый,C:\Users\MB06\Desktop\IT\table\dataset\pictures\1753437186688_76_15.jpg
pictures/1753437495368_2_15.jpg,1753437495368_2_15.jpg,1753437495368_2_15,,15.0,,,,186.0,2.0,15.0,2025-07-09,pictures/1753437495368_2_15.jpg,не соответствует,,2025-07-25 09:58:17.911118,164.0,169.0,161.0,"[68.63641043365521, -3.280492137994695, 3.499528574859556]",,Быстрое серебро,ZTE Blue (1985-2015),ZTE Синий (1985-2015),#2056AE,32.0,86.0,174.0,217.1830985915493,0.816091954022989,0.682352941176471,1735.0,,,,,,C:\Users\MB06\Desktop\IT\table\dataset\pictures\1753437495368_2_15.jpg
pictures/1753437574588_94_19.jpg,1753437574588_94_19.jpg,1753437574588_94_19,МаксФид Т01,19.0,,,,187.0,94.0,19.0,2025-07-14,pictures/1753437574588_94_19.jpg,"Нет цветов с подстрокой: ""светло-кремовый""",,2025-07-25 09:59:39.392003,170.0,164.0,144.0,"[67.35991221406421, -1.3135527234259814, 11.15514637384809]",,Серый Оливковый,Asda Green (1994),Асда Грин (1994),#80C197,128.0,193.0,151.0,141.23076923076923,0.336787564766839,0.756862745098039,1255.0,94.0,МаксФид Т01,Порошок от светло-кремового до светло-коричневого цвета,светло-кремовый,светло-коричневый,C:\Users\MB06\Desktop\IT\table\dataset\pictures\1753437574588_94_19.jpg
pictures/1753437660673_72_57.jpg,1753437660673_72_57.jpg,1753437660673_72_57,Пробитокс,57.0,,,,188.0,72.0,57.0,2025-07-08,pictures/1753437660673_72_57.jpg,соответствует,,2025-07-25 10:01:03.806229,148.0,149.0,135.0,"[61.255330424378016, -2.9659982220275882, 7.26524215786315]",,Куча,Mexican Red,Мексиканский красный,#A72525,167.0,37.0,37.0,0.0,0.778443113772455,0.654901960784314,34.0,72.0,Пробитокс,Порошок от бежевого до серого цвета,бежевый,серый,C:\Users\MB06\Desktop\IT\table\dataset\pictures\1753437660673_72_57.jpg
pictures/1753452323204_62_17.jpg,1753452323204_62_17.jpg,1753452323204_62_17,КЛИМ Термо,17.0,,,,189.0,62.0,17.0,2025-07-25,pictures/1753452323204_62_17.jpg,не соответствует,,2025-07-25 14:05:25.390208,175.0,181.0,179.0,"[73.16522201253137, -2.4706803916588194, 0.278430218646597]",,Филиппинское серебро,Walmart blue (1962–1964),Синий Walmart (1962–1964),#0C5DA7,12.0,93.0,167.0,208.6451612903226,0.92814371257485,0.654901960784314,1653.0,62.0,КЛИМ Термо,Порошок белого цвета,белый,белый,C:\Users\MB06\Desktop\IT\table\dataset\pictures\1753452323204_62_17.jpg
pictures/1753452395827_80_14.jpg,1753452395827_80_14.jpg,1753452395827_80_14,Сальмоцил FH,14.0,,,,190.0,80.0,14.0,2025-07-25,pictures/1753452395827_80_14.jpg,не соответствует,,2025-07-25 14:06:38.528372,170.0,170.0,162.0,"[69.40119550965102, -1.474036116593136, 4.111761031640326]",,Облачно,Light coral,Светло-коралловый,#F08080,240.0,128.0,128.0,0.0,0.466666666666667,0.941176470588235,18.0,80.0,Сальмоцил FH,Порошок от бежевого до светло-коричневго цвета,бежевый,светло-коричневый,C:\Users\MB06\Desktop\IT\table\dataset\pictures\1753452395827_80_14.jpg
pictures/1753452455165_78_111.jpg,1753452455165_78_111.jpg,1753452455165_78_111,СабКонтрол,111.0,,,,191.0,78.0,111.0,2025-07-24,pictures/1753452455165_78_111.jpg,не соответствует,,2025-07-25 14:07:38.477455,172.0,175.0,166.0,"[70.997438701676, -2.726582556544954, 4.232771729257401]",,Серебряная чаша,Hemp,Конопля,#907874,144.0,120.0,116.0,8.571428571428575,0.194444444444444,0.564705882352941,158.0,78.0,СабКонтрол,Порошок светло-серого цвета,светло-серый,светло-серый,C:\Users\MB06\Desktop\IT\table\dataset\pictures\1753452455165_78_111.jpg
pictures/1753452520219_95_52.jpg,1753452520219_95_52.jpg,1753452520219_95_52,Сальмоцил F,52.0,,,,192.0,95.0,52.0,2025-07-25,pictures/1753452520219_95_52.jpg,не соответствует,,2025-07-25 14:08:43.49455,172.0,175.0,168.0,"[71.0482660422221, -2.3615190343390102, 3.206299849827121]",,Серебряная чаша,Yahoo Purple (1995),Yahoo Purple (1995),#7C019A,124.0,1.0,154.0,288.235294117647,0.993506493506494,0.603921568627451,2028.0,95.0,Сальмоцил F,Порошок от белого до светло-серого цвета,белый,светло-серый,C:\Users\MB06\Desktop\IT\table\dataset\pictures\1753452520219_95_52.jpg
pictures/1753452669724_54_25.jpg,1753452669724_54_25.jpg,1753452669724_54_25,Бутиплюс,25.0,,,,193.0,54.0,25.0,2025-07-23,pictures/1753452669724_54_25.jpg,не соответствует,,2025-07-25 14:11:12.424017,172.0,177.0,173.0,"[71.71219718394778, -2.5086869205631634, 1.4220587007104601]",,Серебряная фольга,Matrix,Матрица,#B05D54,176.0,93.0,84.0,5.869565217391304,0.522727272727273,0.690196078431373,120.0,54.0,Бутиплюс,Порошок белого цвета,белый,белый,C:\Users\MB06\Desktop\IT\table\dataset\pictures\1753452669724_54_25.jpg
pictures/1753452763796_50_135.jpg,1753452763796_50_135.jpg,1753452763796_50_135,Антибактер 2,135.0,,,,194.0,50.0,135.0,2025-07-24,pictures/1753452763796_50_135.jpg,не соответствует,,2025-07-25 14:12:47.149911,170.0,172.0,164.0,"[69.98734638850961, -2.1927956918210145, 3.854640637003781]",,Темно-серый,Deep red,Насыщенно-красный,#850101,133.0,1.0,1.0,0.0,0.992481203007519,0.52156862745098,52.0,50.0,Антибактер 2,Порошок от бежевого до светло-зеленого цвета,бежевый,светло-зеленый,C:\Users\MB06\Desktop\IT\table\dataset\pictures\1753452763796_50_135.jpg
pictures/1753452828518_50_136.jpg,1753452828518_50_136.jpg,1753452828518_50_136,Антибактер 2,136.0,,,,195.0,50.0,136.0,2025-07-25,pictures/1753452828518_50_136.jpg,не соответствует,,2025-07-25 14:13:51.359362,170.0,172.0,163.0,"[69.96201136336808, -2.3743993727055046, 4.369666377293857]",,Темно-серый,Deep red,Насыщенно-красный,#850101,133.0,1.0,1.0,0.0,0.992481203007519,0.52156862745098,52.0,50.0,Антибактер 2,Порошок от бежевого до светло-зеленого цвета,бежевый,светло-зеленый,C:\Users\MB06\Desktop\IT\table\dataset\pictures\1753452828518_50_136.jpg
pictures/1753453120915_78_112.jpg,1753453120915_78_112.jpg,1753453120915_78_112,СабКонтрол,112.0,,,,196.0,78.0,112.0,2025-07-25,pictures/1753453120915_78_112.jpg,не соответствует,,2025-07-25 14:18:43.607436,170.0,172.0,163.0,"[69.96201136336808, -2.3743993727055046, 4.369666377293857]",,Темно-серый,Hemp,Конопля,#907874,144.0,120.0,116.0,8.571428571428575,0.194444444444444,0.564705882352941,158.0,78.0,СабКонтрол,Порошок светло-серого цвета,светло-серый,светло-серый,C:\Users\MB06\Desktop\IT\table\dataset\pictures\1753453120915_78_112.jpg
pictures/1753706839795_50_137.jpg,1753706839795_50_137.jpg,1753706839795_50_137,Антибактер 2,137.0,,,,197.0,50.0,137.0,2025-07-28,pictures/1753706839795_50_137.jpg,не соответствует,,2025-07-28 12:47:22.466137,173.0,176.0,167.0,"[71.36787233751348, -2.7237896669286554, 4.2281929486890135]",,Серебряная чаша,Deep red,Насыщенно-красный,#850101,133.0,1.0,1.0,0.0,0.992481203007519,0.52156862745098,52.0,50.0,Антибактер 2,Порошок от бежевого до светло-зеленого цвета,бежевый,светло-зеленый,C:\Users\MB06\Desktop\IT\table\dataset\pictures\1753706839795_50_137.jpg
pictures/1753706934663_80_15.jpg,1753706934663_80_15.jpg,1753706934663_80_15,Сальмоцил FH,15.0,,,,198.0,80.0,15.0,2025-07-26,pictures/1753706934663_80_15.jpg,не соответствует,,2025-07-28 12:48:57.894419,169.0,170.0,163.0,"[69.34742754531513, -1.6540023343036836, 3.4712187253011617]",,Быстрое серебро,Light coral,Светло-коралловый,#F08080,240.0,128.0,128.0,0.0,0.466666666666667,0.941176470588235,18.0,80.0,Сальмоцил FH,Порошок от бежевого до светло-коричневго цвета,бежевый,светло-коричневый,C:\Users\MB06\Desktop\IT\table\dataset\pictures\1753706934663_80_15.jpg
pictures/1753707050165_95_53.jpg,1753707050165_95_53.jpg,1753707050165_95_53,Сальмоцил F,53.0,,,,199.0,95.0,53.0,2025-07-27,pictures/1753707050165_95_53.jpg,не соответствует,,2025-07-28 12:50:52.734652,167.0,170.0,161.0,"[69.13930540290987, -2.7408056223733324, 4.2561138029123535]",,Бутон,Yahoo Purple (1995),Yahoo Purple (1995),#7C019A,124.0,1.0,154.0,288.235294117647,0.993506493506494,0.603921568627451,2028.0,95.0,Сальмоцил F,Порошок от белого до светло-серого цвета,белый,светло-серый,C:\Users\MB06\Desktop\IT\table\dataset\pictures\1753707050165_95_53.jpg
pictures/1753707164878_78_113.jpg,1753707164878_78_113.jpg,1753707164878_78_113,СабКонтрол,113.0,,,,200.0,78.0,113.0,2025-07-26,pictures/1753707164878_78_113.jpg,не соответствует,,2025-07-28 12:52:48.020841,170.0,171.0,163.0,"[69.6941601428238, -1.8341847529084743, 3.9827087857139842]",,Темно-серый,Hemp,Конопля,#907874,144.0,120.0,116.0,8.571428571428575,0.194444444444444,0.564705882352941,158.0,78.0,СабКонтрол,Порошок светло-серого цвета,светло-серый,светло-серый,C:\Users\MB06\Desktop\IT\table\dataset\pictures\1753707164878_78_113.jpg
pictures/1753708257543_71_78.jpg,1753708257543_71_78.jpg,1753708257543_71_78,ОптиГран Драй,78.0,,,,201.0,71.0,78.0,2025-07-27,pictures/1753708257543_71_78.jpg,не соответствует,,2025-07-28 13:11:00.150892,174.0,178.0,171.0,"[72.08102572847291, -2.7099031855197797, 3.074328957974859]",,Серебряная фольга,Wendy's Red (1971-1975),Венди Рэд (1971-1975),#EE3A43,238.0,58.0,67.0,357.0,0.756302521008403,0.933333333333333,2433.0,71.0,ОптиГран Драй,Порошок белого цвета,белый,белый,C:\Users\MB06\Desktop\IT\table\dataset\pictures\1753708257543_71_78.jpg
pictures/1753708527806_72_62.jpg,1753708527806_72_62.jpg,1753708527806_72_62,Пробитокс,62.0,,,,205.0,72.0,62.0,2025-07-28,pictures/1753708527806_72_62.jpg,соответствует,,2025-07-28 13:15:31.136307,154.0,155.0,144.0,"[63.6116808668576, -2.4121655286686305, 5.633285224064788]",,Лимонная трава,Mexican Red,Мексиканский красный,#A72525,167.0,37.0,37.0,0.0,0.778443113772455,0.654901960784314,34.0,72.0,Пробитокс,Порошок от бежевого до серого цвета,бежевый,серый,C:\Users\MB06\Desktop\IT\table\dataset\pictures\1753708527806_72_62.jpg
pictures/1753785965447_50_138.jpg,1753785965447_50_138.jpg,1753785965447_50_138,Антибактер 2,138.0,,,,206.0,50.0,138.0,2025-07-29,pictures/1753785965447_50_138.jpg,не соответствует,,2025-07-29 10:46:11.682723,173.0,176.0,169.0,"[71.41865991964173, -2.3590536941034967, 3.202824787478975]",,Серебряная чаша,Deep red,Насыщенно-красный,#850101,133.0,1.0,1.0,0.0,0.992481203007519,0.52156862745098,52.0,50.0,Антибактер 2,Порошок от бежевого до светло-зеленого цвета,бежевый,светло-зеленый,C:\Users\MB06\Desktop\IT\table\dataset\pictures\1753785965447_50_138.jpg
pictures/1753800285961_68_47.jpg,1753800285961_68_47.jpg,1753800285961_68_47,МиоСорб,47.0,,,,207.0,68.0,47.0,2025-07-29,pictures/1753800285961_68_47.jpg,не соответствует,,2025-07-29 14:44:50.086644,175.0,174.0,162.0,"[70.86726452359538, -1.8157198001641506, 6.275380365332106]",,Бутон,Asda Orange (1968),Асда Апельсин (1968),#CA7309,202.0,115.0,9.0,32.95336787564767,0.955445544554456,0.792156862745098,499.0,68.0,МиоСорб,Порошок от светло-желтого до белого цвета,светло-желтый,белый,C:\Users\MB06\Desktop\IT\table\dataset\pictures\1753800285961_68_47.jpg
pictures/1753800380753_73_79.jpg,1753800380753_73_79.jpg,1753800380753_73_79,Пробитокс супер,79.0,,,,208.0,73.0,79.0,2025-07-29,pictures/1753800380753_73_79.jpg,"Нет цветов с подстрокой: ""светло-кремовый""",,2025-07-29 14:46:24.698508,173.0,171.0,156.0,"[69.76081187364515, -1.972555669226217, 7.971674354058078]",,Бутон,Congo Brown,Конго Браун,#593737,89.0,55.0,55.0,0.0,0.382022471910112,0.349019607843137,14.0,73.0,Пробитокс супер,Порошок от светло-кремового до светло-коричневого цвета,светло-кремовый,светло-коричневый,C:\Users\MB06\Desktop\IT\table\dataset\pictures\1753800380753_73_79.jpg
pictures/1753800462878_96_98.jpg,1753800462878_96_98.jpg,1753800462878_96_98,Сальмоцил PH,98.0,,,,209.0,96.0,98.0,2025-07-29,pictures/1753800462878_96_98.jpg,не соответствует,,2025-07-29 14:47:45.715063,169.0,170.0,160.0,"[69.27144682207575, -2.197015953028292, 5.01965950155594]",,Бутон,Asda Orange (1968),Асда Апельсин (1968),#CA7309,202.0,115.0,9.0,32.95336787564767,0.955445544554456,0.792156862745098,499.0,96.0,Сальмоцил PH,Порошок светло-коричневого цвета,светло-коричневый,светло-коричневый,C:\Users\MB06\Desktop\IT\table\dataset\pictures\1753800462878_96_98.jpg
pictures/1753800564683_94_20.jpg,1753800564683_94_20.jpg,1753800564683_94_20,МаксФид Т01,20.0,,,,210.0,94.0,20.0,2025-07-28,pictures/1753800564683_94_20.jpg,"Нет цветов с подстрокой: ""светло-кремовый""",,2025-07-29 14:49:28.433419,172.0,169.0,149.0,"[68.97992280777424, -2.4443273378548236, 10.708160212056494]",,Напа,Asda Green (1994),Асда Грин (1994),#80C197,128.0,193.0,151.0,141.23076923076923,0.336787564766839,0.756862745098039,1255.0,94.0,МаксФид Т01,Порошок от светло-кремового до светло-коричневого цвета,светло-кремовый,светло-коричневый,C:\Users\MB06\Desktop\IT\table\dataset\pictures\1753800564683_94_20.jpg
pictures/1753800630644_68_46.jpg,1753800630644_68_46.jpg,1753800630644_68_46,МиоСорб,46.0,,,,211.0,68.0,46.0,2025-07-28,pictures/1753800630644_68_46.jpg,не соответствует,,2025-07-29 14:50:34.829452,168.0,168.0,158.0,"[68.60521031120689, -1.8366601234158786, 5.155753927103102]",,Облачно,Asda Orange (1968),Асда Апельсин (1968),#CA7309,202.0,115.0,9.0,32.95336787564767,0.955445544554456,0.792156862745098,499.0,68.0,МиоСорб,Порошок от светло-желтого до белого цвета,светло-желтый,белый,C:\Users\MB06\Desktop\IT\table\dataset\pictures\1753800630644_68_46.jpg
